Year,Age ,Sex,People ,
2055,50,2,33898532,
2056,50,2,33691652,
2057,50,2,33803708,
2058,50,2,34314326,
2059,50,2,34943694,
2060,50,2,35483054,
2061,50,2,35985367,
2062,50,2,36683357,
2063,50,2,36996459,
2064,50,2,37021961,
2065,50,2,36743041,
2066,50,2,36744022,
2067,50,2,37086149,
2068,50,2,36961742,
2069,50,2,36510343,
2070,50,2,35719565,
2071,50,2,34738751,
2072,50,2,33489433,
2073,50,2,32531101,
2074,50,2,32194316,
2075,50,2,32452465,
2076,50,2,32367034,
2077,50,2,31764649,
2078,50,2,31310625,
2079,50,2,30622476,
2080,50,2,29841464,
2081,50,2,29226954,
2082,50,2,28670474,
2083,50,2,28188554,
2084,50,2,27781947,
2085,50,2,27462903,
2086,50,2,27218986,
2087,50,2,27037873,
2088,50,2,26914768,
2089,50,2,26834846,
2090,50,2,26789196,
2091,50,2,26765584,
2092,50,2,26751539,
2093,50,2,26735553,
2094,50,2,26712360,
2095,50,2,26685165,
2096,50,2,26646515,
2097,50,2,26573489,
2098,50,2,26457894,
2099,50,2,26309597,
2100,50,2,26141434,
1990,55,2,19873379,
1991,55,2,20406234,
1992,55,2,20791633,
1993,55,2,20868330,
1994,55,2,20765115,
1995,55,2,20802498,
1996,55,2,20872767,
1997,55,2,21072956,
1998,55,2,21141117,
1999,55,2,21551060,
2000,55,2,22073976,
2001,55,2,22764529,
2002,55,2,23762138,
2003,55,2,25068439,
2004,55,2,26441469,
2005,55,2,28590203,
2006,55,2,30207943,
2007,55,2,32533853,
2008,55,2,34822834,
2009,55,2,37316293,
2010,55,2,39216721,
2011,55,2,40599198,
2012,55,2,41204206,
2013,55,2,41871618,
2014,55,2,39956939,
2015,55,2,37711955,
2016,55,2,35006936,
2017,55,2,34056993,
2018,55,2,37906125,
2019,55,2,43095112,
2020,55,2,47804284,
2021,55,2,53978688,
2022,55,2,57082516,
2023,55,2,56057960,
2024,55,2,57031141,
2025,55,2,57915697,
2026,55,2,58325121,
2027,55,2,59085100,
2028,55,2,59093104,
2029,55,2,57337788,
2030,55,2,55169381,
2031,55,2,52613037,
2032,55,2,50234681,
2033,55,2,47610949,
2034,55,2,45667981,
2035,55,2,44536217,
2036,55,2,43577453,
2037,55,2,45931058,
2038,55,2,46856052,
2039,55,2,47297163,
2040,55,2,47708019,
2041,55,2,49580796,
2042,55,2,50620029,
2043,55,2,52576624,
2044,55,2,55960570,
2045,55,2,60968413,
2046,55,2,60826836,
2047,55,2,58234515,
2048,55,2,56059355,
2049,55,2,52704185,
2050,55,2,47654017,
2051,55,2,46200170,
2052,55,2,44745363,
2053,55,2,43234242,
2054,55,2,41428714,
2055,55,2,39471604,
2056,55,2,37699447,
2057,55,2,36260829,
2058,55,2,35049353,
2059,55,2,34166834,
2060,55,2,33697395,
2061,55,2,33496869,
2062,55,2,33613218,
2063,55,2,34125894,
2064,55,2,34756512,
2065,55,2,35297454,
2066,55,2,35801284,
2067,55,2,36500057,
2068,55,2,36815827,
2069,55,2,36845158,
2070,55,2,36571105,
2071,55,2,36575821,
2072,55,2,36921004,
2073,55,2,36800895,
2074,55,2,36354493,
2075,55,2,35569275,
2076,55,2,34595209,
2077,55,2,33354810,
2078,55,2,32403592,
2079,55,2,32071199,
2080,55,2,32330831,
2081,55,2,32247886,
2082,55,2,31650076,
2083,55,2,31199802,
2084,55,2,30516246,
2085,55,2,29740069,
2086,55,2,29129599,
2087,55,2,28576859,
2088,55,2,28098344,
2089,55,2,27694811,
2090,55,2,27378453,
2091,55,2,27136888,
2092,55,2,26957880,
2093,55,2,26836664,
2094,55,2,26758451,
2095,55,2,26714347,
2096,55,2,26692156,
2097,55,2,26679471,
2098,55,2,26664823,
2099,55,2,26642949,
2100,55,2,26617037,
1990,60,2,16495884,
1991,60,2,16932695,
1992,60,2,17410584,
1993,60,2,17873333,
1994,60,2,18477035,
1995,60,2,18820612,
1996,60,2,19359882,
1997,60,2,19757265,
1998,60,2,19863728,
1999,60,2,19796678,
2000,60,2,19864486,
2001,60,2,19963061,
2002,60,2,20181887,
2003,60,2,20269396,
2004,60,2,20682369,
2005,60,2,21204266,
2006,60,2,21887930,
2007,60,2,22868604,
2008,60,2,24143275,
2009,60,2,25483385,
2010,60,2,27578666,
2011,60,2,29159769,
2012,60,2,31438124,
2013,60,2,33683197,
2014,60,2,36131931,
2015,60,2,38018326,
2016,60,2,39388757,
2017,60,2,40006334,
2018,60,2,40679249,
2019,60,2,38827763,
2020,60,2,36657107,
2021,60,2,34026917,
2022,60,2,33120826,
2023,60,2,36920101,
2024,60,2,42007689,
2025,60,2,46627388,
2026,60,2,52668707,
2027,60,2,55723687,
2028,60,2,54779435,
2029,60,2,55781049,
2030,60,2,56685773,
2031,60,2,57124196,
2032,60,2,57894745,
2033,60,2,57930906,
2034,60,2,56241631,
2035,60,2,54141139,
2036,60,2,51657481,
2037,60,2,49344451,
2038,60,2,46790739,
2039,60,2,44905963,
2040,60,2,43815514,
2041,60,2,42891613,
2042,60,2,45235657,
2043,60,2,46164119,
2044,60,2,46614643,
2045,60,2,47034123,
2046,60,2,48896117,
2047,60,2,49950597,
2048,60,2,51900745,
2049,60,2,55260218,
2050,60,2,60224485,
2051,60,2,60092250,
2052,60,2,57543510,
2053,60,2,55405099,
2054,60,2,52104387,
2055,60,2,47133048,
2056,60,2,45707942,
2057,60,2,44279511,
2058,60,2,42794174,
2059,60,2,41016951,
2060,60,2,39089058,
2061,60,2,37343274,
2062,60,2,35926721,
2063,60,2,34734559,
2064,60,2,33867877,
2065,60,2,33410259,
2066,60,2,33218685,
2067,60,2,33341036,
2068,60,2,33856514,
2069,60,2,34488760,
2070,60,2,35031797,
2071,60,2,35537607,
2072,60,2,36237324,
2073,60,2,36556757,
2074,60,2,36591408,
2075,60,2,36324164,
2076,60,2,36334092,
2077,60,2,36683587,
2078,60,2,36569537,
2079,60,2,36130154,
2080,60,2,35352732,
2081,60,2,34388247,
2082,60,2,33160715,
2083,60,2,32219722,
2084,60,2,31893613,
2085,60,2,32155253,
2086,60,2,32075767,
2087,60,2,31484484,
2088,60,2,31039533,
2089,60,2,30362555,
2090,60,2,29593323,
2091,60,2,28988639,
2092,60,2,28441263,
2093,60,2,27967629,
2094,60,2,27568503,
2095,60,2,27255986,
2096,60,2,27017778,
2097,60,2,26841768,
2098,60,2,26723238,
2099,60,2,26647456,
2100,60,2,26605544,
1990,65,2,13415035,
1991,65,2,13652136,
1992,65,2,13879253,
1993,65,2,14459028,
1994,65,2,14693421,
1995,65,2,15051436,
1996,65,2,15491128,
1997,65,2,15968277,
1998,65,2,16441381,
1999,65,2,17040310,
2000,65,2,17401616,
2001,65,2,17939406,
2002,65,2,18341317,
2003,65,2,18474633,
2004,65,2,18442489,
2005,65,2,18535674,
2006,65,2,18658348,
2007,65,2,18892302,
2008,65,2,19000586,
2009,65,2,19414034,
2010,65,2,19933370,
2011,65,2,20609284,
2012,65,2,21571232,
2013,65,2,22811619,
2014,65,2,24120930,
2015,65,2,26161276,
2016,65,2,27709024,
2017,65,2,29923472,
2018,65,2,32096173,
2019,65,2,34456689,
2020,65,2,36280576,
2021,65,2,37586915,
2022,65,2,38181916,
2023,65,2,38839966,
2024,65,2,37090577,
2025,65,2,35058741,
2026,65,2,32576627,
2027,65,2,31778309,
2028,65,2,35543278,
2029,65,2,40501319,
2030,65,2,44991833,
2031,65,2,50832777,
2032,65,2,53792492,
2033,65,2,52939563,
2034,65,2,53970229,
2035,65,2,54895928,
2036,65,2,55368478,
2037,65,2,56146117,
2038,65,2,56216656,
2039,65,2,54619542,
2040,65,2,52614814,
2041,65,2,50235038,
2042,65,2,48015401,
2043,65,2,45563282,
2044,65,2,43763455,
2045,65,2,42732828,
2046,65,2,41858942,
2047,65,2,44187981,
2048,65,2,45118926,
2049,65,2,45580715,
2050,65,2,46010121,
2051,65,2,47852779,
2052,65,2,48931158,
2053,65,2,50869398,
2054,65,2,54189039,
2055,65,2,59083679,
2056,65,2,58959466,
2057,65,2,56473592,
2058,65,2,54387843,
2059,65,2,51169617,
2060,65,2,46321851,
2061,65,2,44939818,
2062,65,2,43550546,
2063,65,2,42103623,
2064,65,2,40369216,
2065,65,2,38486028,
2066,65,2,36780720,
2067,65,2,35397952,
2068,65,2,34235445,
2069,65,2,33393085,
2070,65,2,32953543,
2071,65,2,32775452,
2072,65,2,32906585,
2073,65,2,33425794,
2074,65,2,34059791,
2075,65,2,34605217,
2076,65,2,35113058,
2077,65,2,35813340,
2078,65,2,36137731,
2079,65,2,36179959,
2080,65,2,35922547,
2081,65,2,35940001,
2082,65,2,36296352,
2083,65,2,36191457,
2084,65,2,35762384,
2085,65,2,34996058,
2086,65,2,34046238,
2087,65,2,32840088,
2088,65,2,31915866,
2089,65,2,31599922,
2090,65,2,31864130,
2091,65,2,31789463,
2092,65,2,31208475,
2093,65,2,30771705,
2094,65,2,30105229,
2095,65,2,29347256,
2096,65,2,28751844,
2097,65,2,28213095,
2098,65,2,27747335,
2099,65,2,27355316,
2100,65,2,27048950,
1990,70,2,9706376,
1991,70,2,10015706,
1992,70,2,10338265,
1993,70,2,10606991,
1994,70,2,11107772,
1995,70,2,11510536,
1996,70,2,11741562,
1997,70,2,11963861,
1998,70,2,12496167,
1999,70,2,12730770,
2000,70,2,13083254,
2001,70,2,13494175,
2002,70,2,13944655,
2003,70,2,14414451,
2004,70,2,14991463,
2005,70,2,15365373,
2006,70,2,15888481,
2007,70,2,16287915,
2008,70,2,16456127,
2009,70,2,16474271,
2010,70,2,16608146,
2011,70,2,16772249,
2012,70,2,17035230,
2013,70,2,17181527,
2014,70,2,17605890,
2015,70,2,18135106,
2016,70,2,18809353,
2017,70,2,19741458,
2018,70,2,20914921,
2019,70,2,22146832,
2020,70,2,24055747,
2021,70,2,25489730,
2022,70,2,27546879,
2023,70,2,29566047,
2024,70,2,31784973,
2025,70,2,33545121,
2026,70,2,34808255,
2027,70,2,35445289,
2028,70,2,36141219,
2029,70,2,34553880,
2030,70,2,32714793,
2031,70,2,30428363,
2032,70,2,29764617,
2033,70,2,33460560,
2034,70,2,38204844,
2035,70,2,42481092,
2036,70,2,47991286,
2037,70,2,50781189,
2038,70,2,50058317,
2039,70,2,51124469,
2040,70,2,52072449,
2041,70,2,52588676,
2042,70,2,53365063,
2043,70,2,53479222,
2044,70,2,52020222,
2045,70,2,50159875,
2046,70,2,47939039,
2047,70,2,45862454,
2048,70,2,43568727,
2049,70,2,41902015,
2050,70,2,40963997,
2051,70,2,40166642,
2052,70,2,42467875,
2053,70,2,43396839,
2054,70,2,43870844,
2055,70,2,44310129,
2056,70,2,46114451,
2057,70,2,47230155,
2058,70,2,49143177,
2059,70,2,52390391,
2060,70,2,57161840,
2061,70,2,57041933,
2062,70,2,54655376,
2063,70,2,52652441,
2064,70,2,49570258,
2065,70,2,44931810,
2066,70,2,43619709,
2067,70,2,42293775,
2068,70,2,40909324,
2069,70,2,39245631,
2070,70,2,37437058,
2071,70,2,35799469,
2072,70,2,34473088,
2073,70,2,33360110,
2074,70,2,32558225,
2075,70,2,32148408,
2076,70,2,31992024,
2077,70,2,32136630,
2078,70,2,32660437,
2079,70,2,33295463,
2080,70,2,33843023,
2081,70,2,34352294,
2082,70,2,35051489,
2083,70,2,35382739,
2084,70,2,35436553,
2085,70,2,35194817,
2086,70,2,35223988,
2087,70,2,35591265,
2088,70,2,35501269,
2089,70,2,35089108,
2090,70,2,34341031,
2091,70,2,33416430,
2092,70,2,32248554,
2093,70,2,31354107,
2094,70,2,31055780,
2095,70,2,31323346,
2096,70,2,31256198,
2097,70,2,30693157,
2098,70,2,30270419,
2099,70,2,29622496,
2100,70,2,28884629,
1990,75,2,6244820,
1991,75,2,6467969,
1992,75,2,6699556,
1993,75,2,6912959,
1994,75,2,7022950,
1995,75,2,7396614,
1996,75,2,7684542,
1997,75,2,7981336,
1998,75,2,8232269,
1999,75,2,8673210,
2000,75,2,9050679,
2001,75,2,9273772,
2002,75,2,9486931,
2003,75,2,9952720,
2004,75,2,10185187,
2005,75,2,10529004,
2006,75,2,10908183,
2007,75,2,11319834,
2008,75,2,11765153,
2009,75,2,12292222,
2010,75,2,12658155,
2011,75,2,13146473,
2012,75,2,13536340,
2013,75,2,13747729,
2014,75,2,13834230,
2015,75,2,14024432,
2016,75,2,14238654,
2017,75,2,14523656,
2018,75,2,14693935,
2019,75,2,15094276,
2020,75,2,15581629,
2021,75,2,16189392,
2022,75,2,17016555,
2023,75,2,18051231,
2024,75,2,19163604,
2025,75,2,20902721,
2026,75,2,22228547,
2027,75,2,24137574,
2028,75,2,26007525,
2029,75,2,28043664,
2030,75,2,29691408,
2031,75,2,30861989,
2032,75,2,31504527,
2033,75,2,32203144,
2034,75,2,30827418,
2035,75,2,29250679,
2036,75,2,27239287,
2037,75,2,26751336,
2038,75,2,30300631,
2039,75,2,34697344,
2040,75,2,38632217,
2041,75,2,43633737,
2042,75,2,46161292,
2043,75,2,45616119,
2044,75,2,46713630,
2045,75,2,47676932,
2046,75,2,48242592,
2047,75,2,49005373,
2048,75,2,49174786,
2049,75,2,47917159,
2050,75,2,46271453,
2051,75,2,44289531,
2052,75,2,42428944,
2053,75,2,40375263,
2054,75,2,38908172,
2055,75,2,38106664,
2056,75,2,37422097,
2057,75,2,39663234,
2058,75,2,40579128,
2059,75,2,41064165,
2060,75,2,41511639,
2061,75,2,43244644,
2062,75,2,44405571,
2063,75,2,46265654,
2064,75,2,49381459,
2065,75,2,53936309,
2066,75,2,53818867,
2067,75,2,51591901,
2068,75,2,49722216,
2069,75,2,46861133,
2070,75,2,42565047,
2071,75,2,41364464,
2072,75,2,40140233,
2073,75,2,38856817,
2074,75,2,37308728,
2075,75,2,35622937,
2076,75,2,34096945,
2077,75,2,32863292,
2078,75,2,31831604,
2079,75,2,31095630,
2080,75,2,30733223,
2081,75,2,30610567,
2082,75,2,30774649,
2083,75,2,31302311,
2084,75,2,31935037,
2085,75,2,32482403,
2086,75,2,32990474,
2087,75,2,33683833,
2088,75,2,34023547,
2089,75,2,34094553,
2090,75,2,33877746,
2091,75,2,33924659,
2092,75,2,34307674,
2093,75,2,34241257,
2094,75,2,33856936,
2095,75,2,33139870,
2096,75,2,32258892,
2097,75,2,31157967,
2098,75,2,30315349,
2099,75,2,30046680,
2100,75,2,30318004,
1990,80,2,3358736,
1991,80,2,3394159,
1992,80,2,3465623,
1993,80,2,3562737,
1994,80,2,3756101,
1995,80,2,3883808,
1996,80,2,4076348,
1997,80,2,4274141,
1998,80,2,4461733,
1999,80,2,4589852,
2000,80,2,4900432,
2001,80,2,5145677,
2002,80,2,5390776,
2003,80,2,5594850,
2004,80,2,5932906,
2005,80,2,6235911,
2006,80,2,6411184,
2007,80,2,6581704,
2008,80,2,6938915,
2009,80,2,7135094,
2010,80,2,7426817,
2011,80,2,7728477,
2012,80,2,8068339,
2013,80,2,8470770,
2014,80,2,8934332,
2015,80,2,9297472,
2016,80,2,9740634,
2017,80,2,10092580,
2018,80,2,10309976,
2019,80,2,10418560,
2020,80,2,10599157,
2021,80,2,10792641,
2022,80,2,11029702,
2023,80,2,11181572,
2024,80,2,11537410,
2025,80,2,11989976,
2026,80,2,12554820,
2027,80,2,13308928,
2028,80,2,14212874,
2029,80,2,15170884,
2030,80,2,16653439,
2031,80,2,17783642,
2032,80,2,19417840,
2033,80,2,21006061,
2034,80,2,22732337,
2035,80,2,24176578,
2036,80,2,25171145,
2037,80,2,25780590,
2038,80,2,26445041,
2039,80,2,25343084,
2040,80,2,24122042,
2041,80,2,22491308,
2042,80,2,22242312,
2043,80,2,25549005,
2044,80,2,29391818,
2045,80,2,32775058,
2046,80,2,36967360,
2047,80,2,39057999,
2048,80,2,38752270,
2049,80,2,39866010,
2050,80,2,40819494,
2051,80,2,41428388,
2052,80,2,42135752,
2053,80,2,42359811,
2054,80,2,41389752,
2055,80,2,40055297,
2056,80,2,38427242,
2057,80,2,36887787,
2058,80,2,35198205,
2059,80,2,34033625,
2060,80,2,33434111,
2061,80,2,32913985,
2062,80,2,35039450,
2063,80,2,35912492,
2064,80,2,36394538,
2065,80,2,36835006,
2066,80,2,38429805,
2067,80,2,39650535,
2068,80,2,41401124,
2069,80,2,44274019,
2070,80,2,48439705,
2071,80,2,48299471,
2072,80,2,46322817,
2073,80,2,44661906,
2074,80,2,42165901,
2075,80,2,38449875,
2076,80,2,37428445,
2077,80,2,36367310,
2078,80,2,35247408,
2079,80,2,33890218,
2080,80,2,32409791,
2081,80,2,31070938,
2082,80,2,29992218,
2083,80,2,29096307,
2084,80,2,28469627,
2085,80,2,28184109,
2086,80,2,28114076,
2087,80,2,28305373,
2088,80,2,28832210,
2089,80,2,29452792,
2090,80,2,29991708,
2091,80,2,30489352,
2092,80,2,31164144,
2093,80,2,31511574,
2094,80,2,31606446,
2095,80,2,31427937,
2096,80,2,31500590,
2097,80,2,31906738,
2098,80,2,31877359,
2099,80,2,31537833,
2100,80,2,30871464,
1990,85,2,1301798,
1991,85,2,1354417,
1992,85,2,1391169,
1993,85,2,1441019,
1994,85,2,1507459,
1995,85,2,1595889,
1996,85,2,1650641,
1997,85,2,1723109,
1998,85,2,1812024,
1999,85,2,1958092,
2000,85,2,2068792,
2001,85,2,2208111,
2002,85,2,2340075,
2003,85,2,2457785,
2004,85,2,2538334,
2005,85,2,2718962,
2006,85,2,2857195,
2007,85,2,2994091,
2008,85,2,3104601,
2009,85,2,3295152,
2010,85,2,3472755,
2011,85,2,3571405,
2012,85,2,3680856,
2013,85,2,3915436,
2014,85,2,4070614,
2015,85,2,4304687,
2016,85,2,4536965,
2017,85,2,4795876,
2018,85,2,5111834,
2019,85,2,5455600,
2020,85,2,5729528,
2021,85,2,6029571,
2022,85,2,6257169,
2023,85,2,6414044,
2024,85,2,6521224,
2025,85,2,6697257,
2026,85,2,6898329,
2027,85,2,7136824,
2028,85,2,7313492,
2029,85,2,7615197,
2030,85,2,7986087,
2031,85,2,8440131,
2032,85,2,9028870,
2033,85,2,9710637,
2034,85,2,10435287,
2035,85,2,11552905,
2036,85,2,12405903,
2037,85,2,13647947,
2038,85,2,14847429,
2039,85,2,16151973,
2040,85,2,17288144,
2041,85,2,18048889,
2042,85,2,18577411,
2043,85,2,19156265,
2044,85,2,18393100,
2045,85,2,17588596,
2046,85,2,16435761,
2047,85,2,16416234,
2048,85,2,19220060,
2049,85,2,22253020,
2050,85,2,24873352,
2051,85,2,28022110,
2052,85,2,29574538,
2053,85,2,29515343,
2054,85,2,30564327,
2055,85,2,31443395,
2056,85,2,32053095,
2057,85,2,32668322,
2058,85,2,32938779,
2059,85,2,32316339,
2060,85,2,31378129,
2061,85,2,30206982,
2062,85,2,29087966,
2063,85,2,27869253,
2064,85,2,27081106,
2065,85,2,26724031,
2066,85,2,26404809,
2067,85,2,28292333,
2068,85,2,29075891,
2069,85,2,29532833,
2070,85,2,29948231,
2071,85,2,31321154,
2072,85,2,32541112,
2073,85,2,34088078,
2074,85,2,36560336,
2075,85,2,40106688,
2076,85,2,39957290,
2077,85,2,38355230,
2078,85,2,37010646,
2079,85,2,35038754,
2080,85,2,32133893,
2081,85,2,31361435,
2082,85,2,30533817,
2083,85,2,29650832,
2084,85,2,28571400,
2085,85,2,27389943,
2086,85,2,26323303,
2087,85,2,25469392,
2088,85,2,24768834,
2089,85,2,24296194,
2090,85,2,24113789,
2091,85,2,24110398,
2092,85,2,24328865,
2093,85,2,24837557,
2094,85,2,25423408,
2095,85,2,25935173,
2096,85,2,26405197,
2097,85,2,27036689,
2098,85,2,27383901,
2099,85,2,27506903,
2100,85,2,27383554,
1990,90,2,257082,
1991,90,2,284097,
1992,90,2,313148,
1993,90,2,343711,
1994,90,2,379345,
1995,90,2,415119,
1996,90,2,453821,
1997,90,2,487151,
1998,90,2,527235,
1999,90,2,576104,
2000,90,2,636551,
2001,90,2,679742,
2002,90,2,724056,
2003,90,2,770138,
2004,90,2,837339,
2005,90,2,880384,
2006,90,2,930630,
2007,90,2,976108,
2008,90,2,1014596,
2009,90,2,1039167,
2010,90,2,1107688,
2011,90,2,1157379,
2012,90,2,1212159,
2013,90,2,1260229,
2014,90,2,1351943,
2015,90,2,1449275,
2016,90,2,1509509,
2017,90,2,1578688,
2018,90,2,1711326,
2019,90,2,1812130,
2020,90,2,1955911,
2021,90,2,2083674,
2022,90,2,2217524,
2023,90,2,2388876,
2024,90,2,2576652,
2025,90,2,2741320,
2026,90,2,2924213,
2027,90,2,3078486,
2028,90,2,3205749,
2029,90,2,3299489,
2030,90,2,3431013,
2031,90,2,3580773,
2032,90,2,3749615,
2033,90,2,3881535,
2034,90,2,4084059,
2035,90,2,4332619,
2036,90,2,4633212,
2037,90,2,5014889,
2038,90,2,5442390,
2039,90,2,5899926,
2040,90,2,6608844,
2041,90,2,7147740,
2042,90,2,7944789,
2043,90,2,8707480,
2044,90,2,9539222,
2045,90,2,10298644,
2046,90,2,10786244,
2047,90,2,11176041,
2048,90,2,11607793,
2049,90,2,11165188,
2050,90,2,10744111,
2051,90,2,10065517,
2052,90,2,10205851,
2053,90,2,12296696,
2054,90,2,14358066,
2055,90,2,16086913,
2056,90,2,18080153,
2057,90,2,19038969,
2058,90,2,19160470,
2059,90,2,20032790,
2060,90,2,20743979,
2061,90,2,21273226,
2062,90,2,21736160,
2063,90,2,22003702,
2064,90,2,21711474,
2065,90,2,21175575,
2066,90,2,20482005,
2067,90,2,19808540,
2068,90,2,19089915,
2069,90,2,18685358,
2070,90,2,18559605,
2071,90,2,18432618,
2072,90,2,19947281,
2073,90,2,20573152,
2074,90,2,20957362,
2075,90,2,21305639,
2076,90,2,22362214,
2077,90,2,23482778,
2078,90,2,24711200,
2079,90,2,26614001,
2080,90,2,29308229,
2081,90,2,29138267,
2082,90,2,27992053,
2083,90,2,27035769,
2084,90,2,25701854,
2085,90,2,23779922,
2086,90,2,23295140,
2087,90,2,22744063,
2088,90,2,22146340,
2089,90,2,21407305,
2090,90,2,20595495,
2091,90,2,19865520,
2092,90,2,19288055,
2093,90,2,18825633,
2094,90,2,18536001,
2095,90,2,18467632,
2096,90,2,18530018,
2097,90,2,18760647,
2098,90,2,19218084,
2099,90,2,19730526,
2100,90,2,20180641,
1990,95,2,43302,
1991,95,2,39923,
1992,95,2,38722,
1993,95,2,39788,
1994,95,2,41188,
1995,95,2,48143,
1996,95,2,57983,
1997,95,2,68691,
1998,95,2,80490,
1999,95,2,94435,
2000,95,2,109912,
2001,95,2,126614,
2002,95,2,140070,
2003,95,2,153894,
2004,95,2,168408,
2005,95,2,184106,
2006,95,2,192299,
2007,95,2,200441,
2008,95,2,209071,
2009,95,2,224095,
2010,95,2,230935,
2011,95,2,240028,
2012,95,2,249724,
2013,95,2,259676,
2014,95,2,268792,
2015,95,2,293096,
2016,95,2,312785,
2017,95,2,334685,
2018,95,2,355082,
2019,95,2,391036,
2020,95,2,430464,
2021,95,2,454330,
2022,95,2,479766,
2023,95,2,527216,
2024,95,2,566508,
2025,95,2,625042,
2026,95,2,677719,
2027,95,2,736688,
2028,95,2,814686,
2029,95,2,895016,
2030,95,2,967395,
2031,95,2,1046702,
2032,95,2,1115707,
2033,95,2,1178429,
2034,95,2,1228548,
2035,95,2,1296594,
2036,95,2,1374433,
2037,95,2,1460147,
2038,95,2,1529740,
2039,95,2,1630790,
2040,95,2,1755651,
2041,95,2,1905790,
2042,95,2,2093675,
2043,95,2,2298217,
2044,95,2,2519427,
2045,95,2,2866087,
2046,95,2,3127219,
2047,95,2,3523174,
2048,95,2,3898211,
2049,95,2,4309986,
2050,95,2,4705018,
2051,95,2,4946533,
2052,95,2,5169846,
2053,95,2,5421356,
2054,95,2,5221386,
2055,95,2,5065311,
2056,95,2,4759193,
2057,95,2,4930207,
2058,95,2,6179545,
2059,95,2,7287778,
2060,95,2,8180722,
2061,95,2,9163336,
2062,95,2,9618248,
2063,95,2,9789975,
2064,95,2,10371825,
2065,95,2,10831498,
2066,95,2,11192831,
2067,95,2,11470462,
2068,95,2,11673554,
2069,95,2,11605906,
2070,95,2,11384363,
2071,95,2,11079605,
2072,95,2,10776665,
2073,95,2,10468811,
2074,95,2,10350773,
2075,95,2,10373204,
2076,95,2,10372678,
2077,95,2,11388615,
2078,95,2,11796663,
2079,95,2,12058570,
2080,95,2,12297523,
2081,95,2,12975615,
2082,95,2,13837695,
2083,95,2,14647524,
2084,95,2,15864254,
2085,95,2,17565025,
2086,95,2,17390491,
2087,95,2,16713536,
2088,95,2,16160230,
2089,95,2,15457051,
2090,95,2,14484461,
2091,95,2,14261385,
2092,95,2,13975260,
2093,95,2,13657477,
2094,95,2,13258906,
2095,95,2,12819682,
2096,95,2,12428326,
2097,95,2,12126084,
2098,95,2,11896269,
2099,95,2,11776329,
2100,95,2,11797806,
1990,100,2,5126,
1991,100,2,4962,
1992,100,2,4727,
1993,100,2,4384,
1994,100,2,4259,
1995,100,2,4357,
1996,100,2,4512,
1997,100,2,4873,
1998,100,2,5510,
1999,100,2,6229,
2000,100,2,8011,
2001,100,2,10367,
2002,100,2,12772,
2003,100,2,15184,
2004,100,2,17657,
2005,100,2,20130,
2006,100,2,22519,
2007,100,2,24075,
2008,100,2,25604,
2009,100,2,27148,
2010,100,2,28763,
2011,100,2,29114,
2012,100,2,29831,
2013,100,2,31089,
2014,100,2,33874,
2015,100,2,35649,
2016,100,2,37977,
2017,100,2,40567,
2018,100,2,43427,
2019,100,2,46584,
2020,100,2,52588,
2021,100,2,57374,
2022,100,2,62290,
2023,100,2,66758,
2024,100,2,74849,
2025,100,2,84554,
2026,100,2,91033,
2027,100,2,98790,
2028,100,2,111993,
2029,100,2,123459,
2030,100,2,139888,
2031,100,2,153952,
2032,100,2,170107,
2033,100,2,192801,
2034,100,2,215477,
2035,100,2,237407,
2036,100,2,260896,
2037,100,2,282396,
2038,100,2,304654,
2039,100,2,323996,
2040,100,2,349274,
2041,100,2,378302,
2042,100,2,409256,
2043,100,2,435602,
2044,100,2,471398,
2045,100,2,516473,
2046,100,2,570410,
2047,100,2,636540,
2048,100,2,705327,
2049,100,2,782008,
2050,100,2,903713,
2051,100,2,995740,
2052,100,2,1139579,
2053,100,2,1274035,
2054,100,2,1423647,
2055,100,2,1583355,
2056,100,2,1676228,
2057,100,2,1788369,
2058,100,2,1912837,
2059,100,2,1876161,
2060,100,2,1878100,
2061,100,2,1806101,
2062,100,2,1941497,
2063,100,2,2501398,
2064,100,2,2895285,
2065,100,2,3193463,
2066,100,2,3486321,
2067,100,2,3642169,
2068,100,2,3881440,
2069,100,2,4243661,
2070,100,2,4513864,
2071,100,2,4746500,
2072,100,2,4889857,
2073,100,2,5049100,
2074,100,2,5157963,
2075,100,2,5175850,
2076,100,2,5159847,
2077,100,2,5121048,
2078,100,2,5101227,
2079,100,2,5154324,
2080,100,2,5227359,
2081,100,2,5266187,
2082,100,2,5765541,
2083,100,2,5940678,
2084,100,2,6073972,
2085,100,2,6206345,
2086,100,2,6534307,
2087,100,2,7170281,
2088,100,2,7594283,
2089,100,2,8183503,
2090,100,2,8983848,
2091,100,2,8908936,
2092,100,2,8799446,
2093,100,2,8706010,
2094,100,2,8670203,
2095,100,2,8653938,
2096,100,2,8594651,
2097,100,2,8480386,
2098,100,2,8358227,
2099,100,2,8226725,
2100,100,2,8089401,
